title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?
Role of buffer strips in management of waterway pollution: A review;Rowan D. Barling,    Ian D. Moore;1994;https://link.springer.com/article/10.1007/BF02400858;https://link.springer.com/content/pdf/10.1007%2FBF02400858.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;106;https://doi.org/10.1007/BF02400858;
Stress-Related Transactions between Person and Environment;Richard S. Lazarus,    Raymond Launier;1978;https://link.springer.com/chapter/10.1007/978-1-4613-3997-7_12;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;391;https://doi.org/10.1007/978-1-4613-3997-7_12;
Pragmatism, Bourdieu, and collective emotions in contentious politics;Mustafa Emirbayer,    Chad Alan Goldberg;2005;https://link.springer.com/article/10.1007/s11186-005-1619-x;https://link.springer.com/content/pdf/10.1007%2Fs11186-005-1619-x.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;83;https://doi.org/10.1007/s11186-005-1619-x;
Metaheuristics: A bibliography;Ibrahim H. Osman,    Gilbert Laporte;1996;https://link.springer.com/article/10.1007/BF02125421;https://link.springer.com/content/pdf/10.1007%2FBF02125421.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;201;https://doi.org/10.1007/BF02125421;
Mechanisms of Fish Migration in Rivers;T. G. Northcote;1984;https://link.springer.com/chapter/10.1007/978-1-4613-2763-9_20;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;66;https://doi.org/10.1007/978-1-4613-2763-9_20;
A Taxonomy of Workflow Management Systems for Grid Computing;Jia Yu,    Rajkumar Buyya;2005;https://link.springer.com/article/10.1007/s10723-005-9010-8;https://link.springer.com/content/pdf/10.1007%2Fs10723-005-9010-8.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;338;https://doi.org/10.1007/s10723-005-9010-8;
Regulation and administered contracts revisited: Lessons from transaction-cost economics for public utility regulation;Keith J. Crocker,    Scott E. Masten;1996;https://link.springer.com/article/10.1007/BF00134817;https://link.springer.com/content/pdf/10.1007%2FBF00134817.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;60;https://doi.org/10.1007/BF00134817;
Fundamental changes in marketing organization: The movement toward a customer-focused organizational structure;Christian Homburg,    John P. Workman…;2000;https://link.springer.com/article/10.1177/0092070300284001;https://link.springer.com/content/pdf/10.1177%2F0092070300284001.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;159;https://doi.org/10.1177/0092070300284001;
Catch the moment: maintaining closed frequent itemsets over a data stream sliding window;Yun Chi,    Haixun Wang,    Philip S. Yu,    Richard R. Muntz;2006;https://link.springer.com/article/10.1007/s10115-006-0003-0;https://link.springer.com/content/pdf/10.1007%2Fs10115-006-0003-0.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;101;https://doi.org/10.1007/s10115-006-0003-0;
Service oriented architectures: approaches, technologies and research issues;Mike P. Papazoglou,    Willem-Jan van den Heuvel;2007;https://link.springer.com/article/10.1007/s00778-007-0044-3;https://link.springer.com/content/pdf/10.1007%2Fs00778-007-0044-3.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;503;https://doi.org/10.1007/s00778-007-0044-3;
Toward Quantifying Water Pollution Abatement in Response to Installing Buffers on Crop Land;Michael G. Dosskey;2001;https://link.springer.com/article/10.1007/s002670010245;https://link.springer.com/content/pdf/10.1007%2Fs002670010245.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;132;https://doi.org/10.1007/s002670010245;
An Annotated Bibliography of Personnel Scheduling and Rostering;A.T. Ernst,    H. Jiang,    M. Krishnamoorthy,    B. Owens,    D. Sier;2004;https://link.springer.com/article/10.1023/B%3AANOR.0000019087.46656.e2;https://link.springer.com/content/pdf/10.1023%2FB%3AANOR.0000019087.46656.e2.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;193;https://doi.org/10.1023/B:ANOR.0000019087.46656.e2;
Extending the theory of the multinational enterprise: internalization and strategic management perspectives;Alan M Rugman,    Alain Verbeke;2003;https://link.springer.com/article/10.1057/palgrave.jibs.8400012;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8400012.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;231;https://doi.org/10.1057/palgrave.jibs.8400012;
Frequent pattern mining: current status and future directions;Jiawei Han,    Hong Cheng,    Dong Xin,    Xifeng Yan;2007;https://link.springer.com/article/10.1007/s10618-006-0059-1;https://link.springer.com/content/pdf/10.1007%2Fs10618-006-0059-1.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;519;https://doi.org/10.1007/s10618-006-0059-1;
Recovery of lotic communities and ecosystems from disturbance—A narrative review of case studies;J. David Yount,    Gerald J. Niemi;1990;https://link.springer.com/article/10.1007/BF02394709;https://link.springer.com/content/pdf/10.1007%2FBF02394709.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;129;https://doi.org/10.1007/BF02394709;
Mining Impacts on the Fresh Water Environment: Technical and Managerial Guidelines for Catchment Scale Management;Paul L. Younger,    Christian Wolkersdorfer;2004;https://link.springer.com/article/10.1007/s10230-004-0028-0;https://link.springer.com/content/pdf/10.1007%2Fs10230-004-0028-0.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1007/s10230-004-0028-0;
Using patch isolation metrics to predict animal movement in binary landscapes;Darren J. Bender,    Lutz Tischendorf,    Lenore Fahrig;2003;https://link.springer.com/article/10.1023/A%3A1022937226820;https://link.springer.com/content/pdf/10.1023%2FA%3A1022937226820.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;143;https://doi.org/10.1023/A:1022937226820;
Indexing the Trajectories of Moving Objects in Networks*;Victor Teixeira de Almeida,    Ralf Hartmut Güting;2005;https://link.springer.com/article/10.1007/s10707-004-5621-7;https://link.springer.com/content/pdf/10.1007%2Fs10707-004-5621-7.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;5;76;https://doi.org/10.1007/s10707-004-5621-7;
Sequencing and Scheduling in Robotic Cells: Recent Developments;Milind Dawande,    H. Neil Geismar,    Suresh P. Sethi…;2005;https://link.springer.com/article/10.1007/s10951-005-2861-9;https://link.springer.com/content/pdf/10.1007%2Fs10951-005-2861-9.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;129;https://doi.org/10.1007/s10951-005-2861-9;
Current trends in deterministic scheduling;Chung-Yee Lee,    Lei Lei,    Michael Pinedo;1997;https://link.springer.com/article/10.1023/A%3A1018909801944;https://link.springer.com/content/pdf/10.1023%2FA%3A1018909801944.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;135;https://doi.org/10.1023/A:1018909801944;
Controlled sink mobility for prolonging wireless sensor networks lifetime;Stefano Basagni,    Alessio Carosi,    Emanuel Melachrinoudis…;2008;https://link.springer.com/article/10.1007/s11276-007-0017-x;https://link.springer.com/content/pdf/10.1007%2Fs11276-007-0017-x.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;9;195;https://doi.org/10.1007/s11276-007-0017-x;
The Theoretical Foundations of Knowledge Management;Richard Baskerville,    Alina Dulipovici;2015;https://link.springer.com/chapter/10.1057/9781137552105_3;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;119;https://doi.org/10.1057/9781137552105_3;
Workflow Automation: Overview and Research Issues;Edward A. Stohr,    J. Leon Zhao;2001;https://link.springer.com/article/10.1023/A%3A1011457324641;https://link.springer.com/content/pdf/10.1023%2FA%3A1011457324641.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;86;https://doi.org/10.1023/A:1011457324641;
Rigor and Relevance in Asian Management Research: Where Are We and Where Can We Go?;Steven White;2002;https://link.springer.com/article/10.1023/A%3A1016295803623;https://link.springer.com/content/pdf/10.1023%2FA%3A1016295803623.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;82;https://doi.org/10.1023/A:1016295803623;
Earnings Management and the Revelation Principle;Anil Arya,    Jonathan Glover,    Shyam Sunder;1998;https://link.springer.com/article/10.1023/A%3A1009631714430;https://link.springer.com/content/pdf/10.1023%2FA%3A1009631714430.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;108;https://doi.org/10.1023/A:1009631714430;
Market institutions and economic evolution;Brian J. Loasby;2000;https://link.springer.com/article/10.1007/s001910050016;https://link.springer.com/content/pdf/10.1007%2Fs001910050016.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;51;https://doi.org/10.1007/s001910050016;
Design and operational issues in AGV-served manufacturing systems;Tharma Ganesharajah,    Nicholas G. Hall…;1998;https://link.springer.com/article/10.1023/A%3A1018936219150;https://link.springer.com/content/pdf/10.1023%2FA%3A1018936219150.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;104;https://doi.org/10.1023/A:1018936219150;
Data mining in manufacturing: a review based on the kind of knowledge;A. K. Choudhary,    J. A. Harding,    M. K. Tiwari;2008;https://link.springer.com/article/10.1007/s10845-008-0145-x;https://link.springer.com/content/pdf/10.1007%2Fs10845-008-0145-x.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;185;https://doi.org/10.1007/s10845-008-0145-x;
The Past, Present, and Probable Future for Community Banks;Robert DeYoung,    William C. Hunter…;2004;https://link.springer.com/article/10.1023/B%3AFINA.0000020656.65653.79;https://link.springer.com/content/pdf/10.1023%2FB%3AFINA.0000020656.65653.79.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;120;https://doi.org/10.1023/B:FINA.0000020656.65653.79;
Efficiency, size, benchmarks and targets for bank branches: an application of data envelopment analysis;A S Camanho,    R G Dyson;1999;https://link.springer.com/article/10.1057/palgrave.jors.2600792;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jors.2600792.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1057/palgrave.jors.2600792;
Scenario Simulation: Theory and methodology;Farshid Jamshidian,    Yu Zhu;1996;https://link.springer.com/article/10.1007/s007800050016;https://link.springer.com/content/pdf/10.1007%2Fs007800050016.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;51;https://doi.org/10.1007/s007800050016;
The practice and principles of community-based wildlife management in Zimbabwe: the CAMPFIRE programme;Brian Child;1996;https://link.springer.com/article/10.1007/BF00051780;https://link.springer.com/content/pdf/10.1007%2FBF00051780.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;54;https://doi.org/10.1007/BF00051780;
A Corporate Social Responsibility Audit within a Quality Management Framework;Ton van der Wiele,    Peter Kok,    Richard McKenna,    Alan Brown;2001;https://link.springer.com/article/10.1023/A%3A1010767001610;https://link.springer.com/content/pdf/10.1023%2FA%3A1010767001610.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;96;https://doi.org/10.1023/A:1010767001610;
Economic theories of organization;Charles Perrow;1986;https://link.springer.com/article/10.1007/BF00156926;https://link.springer.com/content/pdf/10.1007%2FBF00156926.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/BF00156926;
Management’s tone change, post earnings announcement drift and accruals;Ronen Feldman,    Suresh Govindaraj,    Joshua Livnat…;2010;https://link.springer.com/article/10.1007/s11142-009-9111-x;https://link.springer.com/content/pdf/10.1007%2Fs11142-009-9111-x.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;100;https://doi.org/10.1007/s11142-009-9111-x;
The outsourcing of information services: transforming the nature of business in the information industry;Thomas D Clark Jr,    Robert W Zmud,    Gordon E McCray;1995;https://link.springer.com/article/10.1057/jit.1995.26;https://link.springer.com/content/pdf/10.1057%2Fjit.1995.26.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;109;https://doi.org/10.1057/jit.1995.26;
A market mechanism for electric power transmission;Hung-Po Chao,    Stephen Peck;1996;https://link.springer.com/article/10.1007/BF00133357;https://link.springer.com/content/pdf/10.1007%2FBF00133357.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;3;411;https://doi.org/10.1007/BF00133357;
Comparing motivations of individual programmers and firms to take part in the open source movement: From community to business;Andrea Bonaccorsi,    Cristina Rossi;2006;https://link.springer.com/article/10.1007/s12130-006-1003-9;https://link.springer.com/content/pdf/10.1007%2Fs12130-006-1003-9.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1007/s12130-006-1003-9;
From market games to real-world markets;P. Jefferies,    M.L. Hart,    P.M. Hui…;2001;https://link.springer.com/article/10.1007/s100510170228;https://link.springer.com/content/pdf/10.1007%2Fs100510170228.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;70;https://doi.org/10.1007/s100510170228;
Price volatility, international market links, and their implications for regulatory policies;Richard Roll;1989;https://link.springer.com/article/10.1007/BF00122803;https://link.springer.com/content/pdf/10.1007%2FBF00122803.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;101;https://doi.org/10.1007/BF00122803;
Price formation and the appraisal function in real estate markets;Daniel C. Quan,    John M. Quigley;1991;https://link.springer.com/article/10.1007/BF00173120;https://link.springer.com/content/pdf/10.1007%2FBF00173120.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;106;https://doi.org/10.1007/BF00173120;
What is ERP?;Helmut Klaus,    Michael Rosemann,    Guy G. Gable;2000;https://link.springer.com/article/10.1023/A%3A1026543906354;https://link.springer.com/content/pdf/10.1023%2FA%3A1026543906354.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;193;https://doi.org/10.1023/A:1026543906354;
Performance management and Operational Research: a marriage made in heaven?;P C Smith,    M Goddard;2002;https://link.springer.com/article/10.1057/palgrave.jors.2601279;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jors.2601279.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;2;61;https://doi.org/10.1057/palgrave.jors.2601279;
Factors affecting the adoption of B2B e-commerce technologies;Ismail Sila;2013;https://link.springer.com/article/10.1007/s10660-013-9110-7;https://link.springer.com/content/pdf/10.1007%2Fs10660-013-9110-7.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;67;https://doi.org/10.1007/s10660-013-9110-7;
A Synthesis of Foreign Direct Investment Theories and Theories of the Multinational Firm;A. L. Calvet;1981;https://link.springer.com/article/10.1057/palgrave.jibs.8490570;https://link.springer.com/content/pdf/10.1057%2Fpalgrave.jibs.8490570.pdf;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;1;109;https://doi.org/10.1057/palgrave.jibs.8490570;
Preserving User Location Privacy in Mobile Data Management Infrastructures;Reynold Cheng,    Yu Zhang,    Elisa Bertino,    Sunil Prabhakar;2006;https://link.springer.com/chapter/10.1007/11957454_23;No PDF available;Movement+management+AND+transactions_SpringerLink.csv;SpringerLink;4;92;https://doi.org/10.1007/11957454_23;
