title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed;
The cap theorem versus databases with relaxed acid properties;L Frank, RU Pedersen, CH Frank… - Proceedings of the 8th …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2557981;No PDF available;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;y;;y
Towards robust distributed systems;EA Brewer - PODC, 2000 - awoc.wolski.fi;2000;http://awoc.wolski.fi/dlib/big-data/Brewer_podc_keynote_2000.pdf;http://awoc.wolski.fi/dlib/big-data/Brewer_podc_keynote_2000.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;1228;No DOI available;y;;y
CAP Theorem between Claims and Misunderstandings: What is to be Sacrificed;BW Diack, S Ndiaye, Y Slimani - International Journal of …, 2013 - pdfs.semanticscholar.org;2013;https://pdfs.semanticscholar.org/da09/4277db85e5468444a0efe08dcc4a7179631c.pdf;https://pdfs.semanticscholar.org/da09/4277db85e5468444a0efe08dcc4a7179631c.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;;
A Critique of the CAP Theorem;M Kleppmann - arXiv preprint arXiv:1509.05393, 2015 - arxiv.org;1509;https://arxiv.org/abs/1509.05393;https://arxiv.org/pdf/1509.05393;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;y;;
Autonomous transaction processing using data dependency in mobile environments;IY Chung, B Bhargava, M Mahoui, L Lilien - null, 2003 - computer.org;2003;https://www.computer.org/csdl/proceedings/ftdcs/2003/1910/00/19100138.pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.158.9685&rep=rep1&type=pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;2;25;No DOI available;y;;y
Migrating a mobile application towards a distributed database for simplified synchronisation;K Lorenzen - 2013 - diva-portal.org;2013;http://www.diva-portal.org/smash/record.jsf?pid=diva2:668896;http://www.diva-portal.org/smash/get/diva2:668896/FULLTEXT01.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;y;;
CAP on mobility control for 4G LTE networks;Y Li, Z Yuan, C Peng, S Lu - Proceedings of the 3rd Workshop on Hot …, 2016 - dl.acm.org;2016;https://dl.acm.org/citation.cfm?id=2980120;http://metro.cs.ucla.edu/papers/hotwireless16.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;y;;
Distributed Transactions for Semantic Web Workflows-Overcoming the CAP Limitations on Virtual Organizations;DJ Buehrer, CY Wang - … on Parallel and Distributed Processing with …, 2010 - computer.org;2010;https://www.computer.org/csdl/proceedings/ispa/2010/4190/00/4190a465-abs.html;No PDF available;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;;
Consistency Models for Mobile Games with Cloud Databases;B Norling - 2015 - diva-portal.org;2015;http://www.diva-portal.org/smash/record.jsf?pid=diva2:852810;http://www.diva-portal.org/smash/get/diva2:852810/FULLTEXT01.pdf;Mobile+transactions+AND+CAP+theorem_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;y;;
SA-EAST: security-aware efficient data transmission for ITS in mobile heterogeneous cloud computing;K Gai, L Qiu, M Chen, H Zhao, M Qiu - ACM Transactions on Embedded …, 2017 - dl.acm.org;2017;https://dl.acm.org/citation.cfm?id=2979677;http://webpage.pace.edu/kg71231w/docs/tecs1.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;59;No DOI available;y;;
A survey on vehicular cloud computing;M Whaiduzzaman, M Sookhak, A Gani… - Journal of Network and …, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S1084804513001793;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.398.6908&rep=rep1&type=pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;439;No DOI available;y;;y
Queue allocation control method for real time data transmission delay compensation of mobile communication system;JH Park - US Patent 6,408,007, 2002 - Google Patents;2002;https://patents.google.com/patent/US6408007B1/en;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;y;;
A key management scheme supporting node mobility in heterogeneous sensor networks;UK Sarmad, L Lavagno… - … (ICET), 2010 6th …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5638458/;No PDF available;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;y;;
A mobility and congestion resilient data management system for distributed mobile networks;Z Li, H Shen - Mobile Adhoc and Sensor Systems, 2009. MASS …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5336942/;No PDF available;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;y;;
A disconnection-tolerant transport for drive-thru internet environments;J Ott, D Kutscher - … 2005. 24th Annual Joint Conference of the …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1498464/;http://www.floating-content.net/~jo/papers/2005-infocom-pcmp.pdf;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;3;275;No DOI available;y;;
A survey of mobility in information-centric networks: Challenges and research directions;G Tyson, N Sastry, I Rimac, R Cuevas… - Proceedings of the 1st …, 2012 - dl.acm.org;2012;https://dl.acm.org/citation.cfm?id=2248363;https://www.researchgate.net/profile/Gareth_Tyson/publication/225082706_A_Survey_of_Mobility_in_Information-Centric_Networks_Challenges_and_Research_Directions/links/0912f4fc8a38b42ddb000000/A-Survey-of-Mobility-in-Information-Centric-Networks-Challenges-and-Research-Directions.pdf;Resilient+connectivity+AND+mobility_GoogleScholar.csv;GoogleScholar;2;110;No DOI available;y;;
Pro-motion: Management of mobile transactions;GD Walborn, PK Chrysanthis - … of the 1997 ACM symposium on Applied …, 1997 - dl.acm.org;1997;https://dl.acm.org/citation.cfm?id=331718;https://www.ht.sfc.keio.ac.jp/~ume/Paper/2PhaseRecoveryTransaction/Pro-Motion%23ManagementOfMobileTransaction.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;3;62;No DOI available;y;;y
Opportunistic networking: data forwarding in disconnected mobile ad hoc networks;L Pelusi, A Passarella, M Conti - IEEE communications …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4014485/;https://www.researchgate.net/profile/Andrea_Passarella/publication/3199770_Abstract_Opportunistic_Networking_Data_Forwarding_in_Disconnected_Mobile_Ad_hoc_Networks/links/55dc2fc908aed6a199ac7d58.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;1309;No DOI available;y;;y
Replicated data management in mobile environments: Anything new under the Sun?;D Barbara, H Garcia-Molina - 1993 - ilpubs.stanford.edu;1993;http://ilpubs.stanford.edu:8090/27;http://ilpubs.stanford.edu:8090/27/1/1993-1.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;y;;y
Using semantic caching to manage location dependent data in mobile computing;Q Ren, MH Dunham - … the 6th annual international conference on Mobile …, 2000 - dl.acm.org;2000;https://dl.acm.org/citation.cfm?id=345948;http://people.cs.aau.dk/~simas/teaching/map_download/p210-ren.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;343;No DOI available;y;;
Client-server computing in mobile environments;J Jing, AS Helal, A Elmagarmid - ACM computing surveys (CSUR), 1999 - dl.acm.org;1999;https://dl.acm.org/citation.cfm?id=319814;http://homes.dico.unimi.it/~cazzola/didattica/sistemi_distribuiti/jing_et_al.-cs_mobile.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;2;566;No DOI available;y;;y
Process and article of manufacture for constructing and optimizing transaction logs for mobile file systems;TJ Porcaro - US Patent 5,745,750, 1998 - Google Patents;1998;https://patents.google.com/patent/US5745750A/en;No PDF available;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;2;69;No DOI available;y;;
Sending messages to mobile users in disconnected ad-hoc wireless networks;Q Li, D Rus - … of the 6th annual international conference on Mobile …, 2000 - dl.acm.org;2000;https://dl.acm.org/citation.cfm?id=345918;https://www.researchgate.net/profile/Daniela_Rus/publication/2436330_Sending_Messages_to_Mobile_Users_in_Disconnected_Ad-hoc_Wireless_Networks/links/56d0438508ae059e375cfad8.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;2;402;No DOI available;y;;
Energy-efficient caching for wireless mobile computing;KL Wu, PS Yu, MS Chen - Data Engineering, 1996 …, 1996 - ieeexplore.ieee.org;1996;https://ieeexplore.ieee.org/abstract/document/492181/;http://www.cs.virginia.edu/~son/papers/icde96.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;216;No DOI available;y;;y
Data management issues in mobile and peer-to-peer environments;S Nishio, M Tsukamoto - Data & Knowledge Engineering, 2002 - Elsevier;2002;https://www.sciencedirect.com/science/article/pii/S0169023X0200040X;http://msn.iecs.fcu.edu.tw/report/data/ori_paper/2002-11-14/Data%20management%20issues%20in%20mobile%20and%20peer-to-peer%20environments.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;77;No DOI available;y;;
A power-aware technique to manage real-time database transactions in mobile ad-hoc networks;L Gruenwald, SM Banik - Database and Expert Systems …, 2001 - ieeexplore.ieee.org;2001;https://ieeexplore.ieee.org/abstract/document/953120/;http://db.cs.pitt.edu/idm/reports/2004/0312746.html;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;2;25;No DOI available;y;;y
Apparatus and methods for providing coordinated and personalized application and data management for resource-limited mobile devices;L Peng - US Patent 6,816,944, 2004 - Google Patents;2004;https://patents.google.com/patent/US6816944B2/en;No PDF available;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;213;No DOI available;y;;
Distributed mobility management for target tracking in mobile sensor networks;Y Zou, K Chakrabarty - IEEE Transactions on Mobile Computing, 2007 - computer.org;2007;https://www.computer.org/csdl/trans/tm/2007/08/04253569-abs.html;No PDF available;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;142;No DOI available;y;;
Database system issues in nomadic computing;R Alonso, HF Korth - ACM SIGMOD Record, 1993 - dl.acm.org;1993;https://dl.acm.org/citation.cfm?id=170092;https://pdfs.semanticscholar.org/c8ff/628044afd559c0ff116175ed5ba1b7cb76a0.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;2;327;No DOI available;y;;y
A scalable low-latency cache invalidation strategy for mobile environments;G Cao - IEEE Transactions on Knowledge and Data …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1232276/;http://www.cs.columbia.edu/~danr/courses/6762/Summer03/week13/mobile-cache.pdf;Disconnection+management+AND+(mobile+environments+OR+mobile+systems+OR+mobile+transactions)_GoogleScholar.csv;GoogleScholar;1;324;No DOI available;y;;y
Virtual port-based channel level mobility management middleware in heterogeneous wireless networks;JZ Sun, M Jurmu, J Riekki… - Pervasive Services, 2005 …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1506388/;https://www.researchgate.net/profile/Marko_Jurmu/publication/4173427_Virtual_port-based_channel_level_mobility_management_middleware_in_heterogeneous_wireless_networks/links/0fcfd50a4b6b800cf4000000/Virtual-port-based-channel-level-mobility-management-middleware-in-heterogeneous-wireless-networks.pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;2;815;No DOI available;y;;y
Handling Network Roaming and Long Disconnections at Middleware Level;D Conan, S Chabridon, O Villin, G Bernard… - Proc. Workshop on …, 2002 - Citeseer;2002;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.562.4470&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.562.4470&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;y;;y
An adaptive mobility-aware MAC protocol for sensor networks (MS-MAC);H Pham, S Jha - Mobile Ad-hoc and Sensor Systems, 2004 …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1392207/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.119.1156&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;169;No DOI available;y;;
Handling mobility in IoT applications using the MQTT protocol;JE Luzuriaga, JC Cano, C Calafate… - Internet …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7317403/;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;y;;y
Publisher mobility in distributed publish/subscribe systems;V Muthusamy, M Petrovic, D Gao… - … Workshops, 2005. 25th …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1437206/;https://pdfs.semanticscholar.org/586d/b143362c5ef232f265950989b60788700a70.pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;y;;
An agent-based middleware–a solution for terminal and user mobility;S Lipperts, ASB Park - Computer Networks, 1999 - Elsevier;1999;https://www.sciencedirect.com/science/article/pii/S1389128699000791;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;y;;
Enhanced communication service for predicting and handling communication interruption;SM Bellovin - US Patent 8,798,614, 2014 - Google Patents;2014;https://patents.google.com/patent/US8798614B2/en;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;2;27;No DOI available;y;;
An efficient optimistic message logging scheme for recoverable mobile computing systems;T Park, N Woo, HY Yeom - IEEE Transactions on Mobile …, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1175540/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.6.7177&rep=rep1&type=pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;62;No DOI available;y;;y
A session-based architecture for internet mobility;MAC Snoeren - 2002 - dspace.mit.edu;2002;https://dspace.mit.edu/handle/1721.1/8027;https://dspace.mit.edu/bitstream/handle/1721.1/8027/52700855-MIT.pdf?sequence=2;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;39;No DOI available;y;;
Mobility-aware MAC protocol for delay-sensitive wireless sensor networks;SA Hameed, EM Shaaban, HM Faheem… - … & Workshops, 2009 …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5345591/;No PDF available;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;y;;
Survey and classification of transport layer mobility management schemes;M Atiquzzaman, AS Reaz - Personal, Indoor and Mobile Radio …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1651818/;http://cs.ou.edu/~netlab/TR/TLayerMobility-PIMRC-TNRL-05-111.pdf;Disconnection+handling+AND+mobility_GoogleScholar.csv;GoogleScholar;1;80;No DOI available;y;;
