title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;take
H∞ compensation of external vibration impact on servo performance of hard disk drives in mobile applications;C Du, SS Ge, FL Lewis - … Journal of Adaptive Control and Signal …, 2008 - Wiley Online Library;2008;https://onlinelibrary.wiley.com/doi/abs/10.1002/acs.990;https://robotics.nus.edu.sg/sge/journal/HDDs/ACSP-HDD-Mobile-2008.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;
Backlight power reduction using efficient image compensation for mobile devices;TH Kim, KS Choi, SJ Ko - IEEE Transactions on Consumer …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5606354/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;
Motion control of mobile manipulator based on neural networks and error compensation;CY Lee, IK Jeong, I Lee, JJ Lee - Robotics and Automation …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1302447/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;
Mobile shopping method and application;A Muller - US Patent App. 11/059,204, 2006 - Google Patents;2006;https://patents.google.com/patent/US20060106674A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;130;No DOI available;
GPS-based tracking control for a car-like wheeled mobile robot with skidding and slipping;CB Low, D Wang - IEEE/ASME transactions on mechatronics, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4598867/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;89;No DOI available;
Method and system for analyzing advertisements delivered to a mobile unit;GR Hendrey, HA Tanaka, PJ Koopman Jr - US Patent 6,647,269, 2003 - Google Patents;2003;https://patents.google.com/patent/US6647269B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;763;No DOI available;
Smart-antenna systems for mobile communication networks. Part 1. Overview and antenna design;S Bellofiore, CA Balanis, J Foutz… - IEEE Antennas and …, 2002 - ieeexplore.ieee.org;2002;https://ieeexplore.ieee.org/abstract/document/1039395/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;257;No DOI available;
Methods and systems for receiving compensation for using mobile payment services;TTG Zhou, DTX Zhou, AHB Zhou - US Patent App. 13/661,207, 2013 - Google Patents;2013;https://patents.google.com/patent/US20130043305A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;7;No DOI available;
Mobile commerce infrastructure systems and methods;B Friedman - US Patent 8,548,908, 2013 - Google Patents;2013;https://patents.google.com/patent/US8548908B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;137;No DOI available;
Transaction compensation in web services;T Strandenæs, R Karlsen - Norsk Informatikkonferanse, 2002 - heim.ifi.uio.no;2002;http://heim.ifi.uio.no/~nik/2002/Strandenas.pdf;http://heim.ifi.uio.no/~nik/2002/Strandenas.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;y
Mobile payment management;D Wentker, E Wong, G Shenker, D Deibert - US Patent 8,923,827, 2014 - Google Patents;2014;https://patents.google.com/patent/US8923827B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;165;No DOI available;
Methods and systems for accurately representing corporate financial results in light of equity-based compensation and contingent transactions;J Jameson - US Patent App. 11/000,489, 2005 - Google Patents;2005;https://patents.google.com/patent/US20050125318A1/en;http://patentimages.storage.googleapis.com/pdfs/US20050125318.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;
Adaptive compensation for imbalance and offset losses in direct conversion transceivers;JK Cavers, MW Liao - … transactions on vehicular technology, 1993 - ieeexplore.ieee.org;1993;https://ieeexplore.ieee.org/abstract/document/260752/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;363;No DOI available;
Predictive control of an omnidirectional mobile robot with friction compensation;AGS Conceicao, CET Dorea… - Robotics Symposium and …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5702177/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;
Mobile money for financial inclusion;K Donovan - Information and Communications for …, 2012 - elibrary.worldbank.org;2012;https://elibrary.worldbank.org/doi/pdf/10.1596/978-0-8213-8991-1#page=81;http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2012/08/30/000386194_20120830022053/additional/585559324_201406191042051.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;146;No DOI available;
Compensation techniques for virtual credit transactions;E Jung, R Levien, M Malamud… - US Patent App. 11 …, 2006 - Google Patents;2006;https://patents.google.com/patent/US20060195376A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;30;No DOI available;y
Understanding changes in consumer payment habits-do mobile payments and electronic invoices attract consumers?;T Dahlberg, A Oorni - … , 2007. HICSS 2007. 40th Annual Hawaii …, 2007 - ieeexplore.ieee.org;2007;https://ieeexplore.ieee.org/abstract/document/4076473/;https://www.computer.org/csdl/proceedings/hicss/2007/2755/00/27550050b.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;101;No DOI available;
Stored value transaction system including an integrated database server;M Blandina, R Berry, M Belczynski - US Patent 7,216,091, 2007 - Google Patents;2007;https://patents.google.com/patent/US7216091B1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;144;No DOI available;
Contract Compensation in Nonmarket Transactions;JP Tomain - U. Pitt. L. Rev., 1984 - HeinOnline;1984;https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/upitt46&section=36;http://scholarship.law.uc.edu/cgi/viewcontent.cgi?article=1246&context=fac_pubs;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;31;No DOI available;
Enhanced performance of RoF link for cellular mobile systems using postdistortion compensation;CH Lee, V Postoyalko, T O'Farrell - Personal, Indoor and Mobile …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1368825/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;
Compensation of finger effect on a mobile terminal antenna by antenna selection;R Valkonen, S Myllymäki, A Huttunen… - Electromagnetics in …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5648879/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;
Measurement and correction of systematic odometry errors in mobile robots;J Borenstein, L Feng - IEEE Transactions on robotics and …, 1996 - ieeexplore.ieee.org;1996;https://ieeexplore.ieee.org/abstract/document/544770/;http://www.valentiniweb.com/Piermo/robotica/doc/Borenstein/paper58.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;967;No DOI available;
Internet eco system for transacting information and transactional data for compensation;A Hadi - US Patent App. 12/317,759, 2009 - Google Patents;2009;https://patents.google.com/patent/US20090177529A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;82;No DOI available;y
Verification system for facilitating transactions via communication networks, and associated method;D Bunce - US Patent App. 10/325,408, 2004 - Google Patents;2004;https://patents.google.com/patent/US20040122685A1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;181;No DOI available;y
Flexible docking mechanism with error-compensation capability for auto recharging system of mobile robot;S Roh, JH Park, YH Lee, YK Song, KW Yang… - International Journal of …, 2008 - ijcas.org;2008;http://www.ijcas.org/admin/paper/files/ijcas_v6_n5_pp.731-739.pdf;http://www.ijcas.org/admin/paper/files/ijcas_v6_n5_pp.731-739.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;
Costs and Compensation Paid in Aviation Accident Litigation;JS Kakalik, EM King, M Traynor, PA Ebener, L Picus - 1988 - rand.org;1988;https://www.rand.org/pubs/reports/R3421.html;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;
Wireless computer wallet for physical point of sale (POS) transactions;Y Labrou, JR Agre - US Patent 7,784,684, 2010 - Google Patents;2010;https://patents.google.com/patent/US7784684B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;445;No DOI available;
Regulatory takings: When should compensation be paid?;TJ Miceli, K Segerson - The Journal of Legal Studies, 1994 - journals.uchicago.edu;1994;https://www.journals.uchicago.edu/doi/pdfplus/10.1086/467944;https://www.amherst.edu/media/view/121559/original/MiceliSegerson.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;164;No DOI available;
… communications device with separate In-phase (I) and Quadrature (Q) phase power amplification and power amplifier pre-distortion and IQ balance compensation;L Zhu, G Mankaruse, M Corrigan… - US Patent …, 2012 - Google Patents;2012;https://patents.google.com/patent/US8223885B2/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;
System and method for performing flexible workflow process compensation in a distributed workflow management system;JW Davis, W Du, MC Shan - US Patent 5,870,545, 1999 - Google Patents;1999;https://patents.google.com/patent/US5870545A/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;240;No DOI available;
Dynamic modeling and adaptive dynamic compensation for unicycle-like mobile robots;FN Martins, M Sarcinelli-Filho… - … Robotics, 2009. ICAR …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5174791/;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;
Fault-tolerant system and method of managing transaction failures in hierarchies;Q Chen, U Dayal - US Patent 5,940,839, 1999 - Google Patents;1999;https://patents.google.com/patent/US5940839A/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;107;No DOI available;y
Method and apparatus for processing orders from customers in a mobile environment;AD Hall, WB Crabtree Jr, FA Volk - US Patent 6,026,375, 2000 - Google Patents;2000;https://patents.google.com/patent/US6026375A/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;2;718;No DOI available;
Authenticated electronic coupon issuing and redemption;CC Palmer, ER Palmer, SW Smith - US Patent 6,505,773, 2003 - Google Patents;2003;https://patents.google.com/patent/US6505773B1/en;No PDF available;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;238;No DOI available;
The economics of organization: The transaction cost approach;OE Williamson - American journal of sociology, 1981 - journals.uchicago.edu;1981;https://www.journals.uchicago.edu/doi/abs/10.1086/227496;https://www.researchgate.net/profile/Oliver_Williamson3/publication/235356934_The_Economics_of_Organization_The_Transaction_Cost_Approach/links/5655fd8508aefe619b1cfc34/The-Economics-of-Organization-The-Transaction-Cost-Approach.pdf;Mobile+transactions+AND+compensation_GoogleScholar.csv;GoogleScholar;1;7617;No DOI available;
Adaptable mobile transactions and environment awareness;P Serrano-Alvarado, C Roncancio… - … Journées Bases de …, 2003 - hal.archives-ouvertes.fr;2003;https://hal.archives-ouvertes.fr/hal-01355476/;https://hal.archives-ouvertes.fr/hal-01355476/file/PSerrano-AMT-TransMobi-BDA2003-Conf.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;y
An efficient and reliable reservation algorithm for mobile transactions;A Elmagarmid, J Jing, O Bukhres - Proceedings of the fourth …, 1995 - dl.acm.org;1995;https://dl.acm.org/citation.cfm?id=221338;https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=2195&context=cstech;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;y
Ontological modelling of e‐services to ensure appropriate mobile transactions;V Terziyan - Intelligent Systems in Accounting, Finance & …, 2002 - Wiley Online Library;2002;https://onlinelibrary.wiley.com/doi/abs/10.1002/isaf.221;http://www.academia.edu/download/41679524/Ontological_modelling_of_e-services_to_e20160128-15635-drzezf.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;y
Supporting QoS-aware transactions in a system on mobile devices (SyD);W Xie, SB Navathe, SK Prasad - … Systems Workshops, 2003 …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1203602/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.58.9168&rep=rep1&type=pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;y
Distributed transaction processing as a reliability concept for mobile agents;H Vogler, T Kunkelmann… - … , 1997., Proceedings of …, 1997 - ieeexplore.ieee.org;1997;https://ieeexplore.ieee.org/abstract/document/644704/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.2.2258&rep=rep1&type=pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;33;No DOI available;y
A multi-version data model for executing real-time transactions in a mobile environment;KY Lam, GH Li, TW Kuo - … on Data engineering for wireless and mobile …, 2001 - dl.acm.org;2001;https://dl.acm.org/citation.cfm?id=376911;http://delab.csd.auth.gr/~dimitris/courses/mpc_fall06/papers/transactions/ACM_SAC_01_multi_version_real_time_trans.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;y
Theoretical isolation and explanatory progress: transaction cost economics and the dynamics of dispute;U Mäki - Cambridge Journal of Economics, 2004 - academic.oup.com;2004;https://academic.oup.com/cje/article-abstract/28/3/319/1711852;No PDF available;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;80;No DOI available;
On optimistic methods for mobile transactions;SY Hwang - J. Inf. Sci. Eng., 2000 - researchgate.net;2000;https://www.researchgate.net/profile/San-Yih_Hwang/publication/220587538_On_Optimistic_Methods_for_Mobile_Transactions/links/0deec524a32a92133b000000.pdf;https://www.researchgate.net/profile/San-Yih_Hwang/publication/220587538_On_Optimistic_Methods_for_Mobile_Transactions/links/0deec524a32a92133b000000.pdf;Mobile+transactions+AND+(atomicity+OR+consistency+OR+isolation+OR+durability)_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;y
